mean_z,APF_x, APF_y, APF_z,VarAPF,STD_x, STD_y, STD_z,RMS_x, RMS_y, RMS_z,Corr_z_y,MinMax_x, MinMax_y, MinMax_z,type
0.5,1,1,1,0,1.3165611772087666,0.9428090415820634,1.1785113019775793,0.8,0.9,0.75,-0.09999999999999998,5,2,4,stillness
0.7,1,2,1,0.3333333333333333,1.3165611772087666,0.9189365834726815,0.8232726023485646,0.8,0.7,0.55,0.35248409726762797,5,2,2,stillness
0.3,1,2,1,0.3333333333333333,0.7378647873726218,0.9189365834726815,0.48304589153964794,0.25,0.7,0.15,-0.35043832202523123,3,3,1,stillness
0.3,1,2,1,0.3333333333333333,0.7378647873726218,0.9189365834726815,0.48304589153964794,0.25,0.7,0.15,-0.35043832202523123,3,3,1,stillness
-0.2,1,0,0,0.33333333333333337,0.6324555320336759,0.0,0.6324555320336759,0.2,0.0,0.2,0.0,2,0,2,stillness
-0.2,1,0,0,0.33333333333333337,0.6324555320336759,0.0,0.6324555320336759,0.2,0.0,0.2,0.0,2,0,2,stillness
-0.1,2,2,2,0,3.100179206289712,1.1737877907772674,2.6436506745197805,4.45,0.8,3.15,-0.3365826212328028,10,4,9,stillness
-0.1,2,2,2,0,3.100179206289712,1.1737877907772674,2.6436506745197805,4.45,0.8,3.15,-0.3365826212328028,10,4,9,stillness
-0.6,1,3,2,1,9.359487165438072,14.284412639112762,9.252026804976303,42.8,159.1,38.7,-0.6613207703504322,37,46,31,stillness
-0.6,1,3,2,1,9.359487165438072,14.284412639112762,9.252026804976303,42.8,159.1,38.7,-0.6613207703504322,37,46,31,stillness
0.3,1,2,3,1,14.07953597720228,16.831187982103014,7.732327520797919,157.65,132.6,26.95,0.3821400504460476,50,47,21,stillness
0.3,1,2,3,1,14.07953597720228,16.831187982103014,7.732327520797919,157.65,132.6,26.95,0.3821400504460476,50,47,21,stillness
-0.2,1,2,2,0.3333333333333333,14.528133626404552,8.99938269487907,5.181162460726786,95.0,40.65,12.1,0.042416766867389974,42,25,15,stillness
-0.2,1,2,2,0.3333333333333333,14.528133626404552,8.99938269487907,5.181162460726786,95.0,40.65,12.1,0.042416766867389974,42,25,15,stillness
-5.5,2,2,1,0.3333333333333333,2.796823595120404,2.8674417556808756,7.090682462060882,18.1,11.7,37.75,-0.6229880263149208,8,8,19,stillness
-5.5,3,2,1,1,3.2744804507314167,3.272783388968954,7.090682462060882,14.95,11.3,37.75,-0.6703169895380846,9,9,19,stillness
1.7,2,3,3,0.3333333333333333,4.718756898449704,2.2335820757001272,2.9458068127047605,10.2,2.85,5.35,-0.06248172867706529,18,7,10,stillness
1.7,2,3,3,0.3333333333333333,4.718756898449704,2.2335820757001272,2.9458068127047605,10.2,2.85,5.35,-0.06248172867706529,18,7,10,stillness
0.6,2,2,2,0,5.015531433014408,1.632993161855452,3.025814858109391,12.6,1.7,4.3,-0.40476530416564943,17,5,12,stillness
0.6,2,2,2,0,5.015531433014408,1.632993161855452,3.025814858109391,12.6,1.7,4.3,-0.40476530416564943,17,5,12,stillness
-0.7,1,1,3,1.3333333333333333,5.808040403899867,1.5238839267549948,2.496664441476534,15.2,1.45,3.05,-0.7213439266009053,17,5,9,stillness
-0.7,1,1,3,1.3333333333333333,5.808040403899867,1.5238839267549948,2.496664441476534,15.2,1.45,3.05,-0.7213439266009053,17,5,9,stillness
-0.6,1,1,2,0.3333333333333333,2.1317702607092643,1.6865480854231358,2.836272984824353,2.05,1.6,3.8,-0.5621161980994196,7,5,8,stillness
-0.6,1,1,2,0.3333333333333333,2.1317702607092643,1.6865480854231358,2.836272984824353,2.05,1.6,3.8,-0.5621161980994196,7,5,8,stillness
-1,2,1,3,1,2.011080417199781,2.057506581601462,3.0912061651652345,1.9,2.15,4.8,-0.2795170275003619,7,7,9,stillness
0.8,2,1,1,0.3333333333333333,0.8498365855987975,1.66332999331662,1.8737959096740262,0.45,1.25,1.9,-0.5418765699592618,2,6,5,stillness
1.1,2,1,1,0.3333333333333333,0.9486832980505138,1.4757295747452437,1.5951314818673865,0.65,1.0,1.75,-0.2737677059028229,2,5,5,stillness
1.1,1,1,2,0.3333333333333333,1.728840330651992,0.8232726023485646,1.1972189997378648,1.35,0.35,1.25,-0.48473980401410044,5,3,3,stillness
-0.2,0,1,1,0.3333333333333333,0.31622776601683794,0.31622776601683794,0.7888106377466155,0.05,0.05,0.3,0.08908708063747481,1,1,2,stillness
-0.2,0,1,1,0.3333333333333333,0.31622776601683794,0.31622776601683794,0.7888106377466155,0.05,0.05,0.3,0.08908708063747481,1,1,2,stillness
19.1,2,2,1,0.3333333333333333,19.842714868014742,8.508818954473059,19.364629841256683,178.8,119.7,351.15,0.5137123138296276,65,27,54,stillness
34.4,2,1,2,0.3333333333333333,28.53944638566067,6.634087059355727,11.335293948058377,1069.65,29.05,649.5,0.30319420321266705,86,23,34,stillness
1.5,3,1,1,1.3333333333333333,7.904991390816874,4.714045207910317,5.233439489369194,48.6,10.5,13.45,-0.7521301730154449,28,16,20,stillness
1.5,3,1,1,1.3333333333333333,7.904991390816874,4.714045207910317,5.233439489369194,48.6,10.5,13.45,-0.7521301730154449,28,16,20,stillness
0.6,1,2,2,0.3333333333333333,2.2135943621178655,1.5951314818673865,2.4585451886114367,3.05,1.75,2.9,-0.13032887326598586,7,5,8,stillness
0.6,1,2,2,0.3333333333333333,2.2135943621178655,1.5951314818673865,2.4585451886114367,3.05,1.75,2.9,-0.13032887326598586,7,5,8,stillness
-0.4,2,3,2,0.3333333333333333,0.8432740427115678,1.5951314818673865,0.8432740427115678,0.5,2.95,0.4,-0.19824558013652688,2,4,3,stillness
-0.4,2,3,2,0.3333333333333333,0.8432740427115678,1.5951314818673865,0.8432740427115678,0.5,2.95,0.4,-0.19824558013652688,2,4,3,stillness
-0.3,1,1,1,0,0.8755950357709131,0.6749485577105528,0.9486832980505138,0.35,0.45,0.45,-0.6767529681839597,3,2,3,stillness
-0.3,1,1,1,0,0.8755950357709131,0.6749485577105528,0.9486832980505138,0.35,0.45,0.45,-0.6767529681839597,3,2,3,stillness
0.5,2,0,1,1,0.7888106377466155,0.4714045207910317,1.4337208778404378,0.3,0.1,1.05,-0.4931969619160719,3,2,4,stillness
0.5,2,0,1,1,0.7888106377466155,0.4714045207910317,1.4337208778404378,0.3,0.1,1.05,-0.4931969619160719,3,2,4,stillness
-0.4,1,3,2,1,0.31622776601683794,0.48304589153964794,0.6992058987801011,0.05,0.15,0.3,-0.26318067798390765,1,1,2,stillness
-0.3,1,3,2,1,0.31622776601683794,0.48304589153964794,0.48304589153964794,0.05,0.15,0.15,-0.5238095238095238,1,1,1,stillness
-0.4,1,2,3,1,0.4714045207910317,0.7888106377466155,0.9660917830792959,0.1,0.3,0.5,0.11664236870396089,2,3,3,stillness
-0.4,1,2,3,1,0.4714045207910317,0.7888106377466155,0.9660917830792959,0.1,0.3,0.5,0.11664236870396089,2,3,3,stillness
-0.5,0,0,2,1.3333333333333335,0.0,0.31622776601683794,0.7071067811865476,0.0,0.05,0.35,-0.24845199749997665,0,1,2,stillness
0.2,0,1,1,0.3333333333333333,0.31622776601683794,0.42163702135578396,0.7888106377466155,0.05,0.1,0.3,-0.8017837257372733,1,1,2,stillness
0.2,0,1,1,0.3333333333333333,0.31622776601683794,0.42163702135578396,0.7888106377466155,0.05,0.1,0.3,-0.8017837257372733,1,1,2,stillness
-0.3,1,1,2,0.3333333333333333,0.4714045207910317,0.48304589153964794,0.6749485577105528,0.1,0.15,0.25,-0.034079908829549754,2,1,2,stillness
-0.3,1,1,2,0.3333333333333333,0.4714045207910317,0.48304589153964794,0.6749485577105528,0.1,0.15,0.25,-0.034079908829549754,2,1,2,stillness
0,1,0,1,0.3333333333333333,0.5676462121975467,0.0,0.4714045207910317,0.15,0.0,0.1,0.0,2,0,2,stillness
0,1,0,1,0.3333333333333333,0.5676462121975467,0.0,0.4714045207910317,0.15,0.0,0.1,0.0,2,0,2,stillness
-0.2,2,1,2,0.3333333333333333,0.8232726023485646,0.4714045207910317,1.1352924243950935,0.35,0.1,0.6,0.0,3,2,4,stillness
-0.1,2,1,2,0.3333333333333333,0.8232726023485646,0.4714045207910317,1.1972189997378648,0.35,0.1,0.65,0.0,3,2,4,stillness
0.2,2,2,2,0,4.903513479582211,3.0349812373573433,2.0976176963403033,13.7,5.95,2.0,-0.48519904532529656,17,10,8,stillness
0.2,2,2,2,0,4.903513479582211,3.0349812373573433,2.0976176963403033,13.7,5.95,2.0,-0.48519904532529656,17,10,8,stillness
-0.3,1,2,1,0.3333333333333333,4.695151163109069,6.239658110292049,1.0593499054713802,30.4,17.7,0.55,-0.48411635207219184,13,17,4,stillness
-0.3,1,2,1,0.3333333333333333,4.695151163109069,6.239658110292049,1.0593499054713802,30.4,17.7,0.55,-0.48411635207219184,13,17,4,stillness
0,3,1,2,1,0.9189365834726815,2.859681411936962,0.6666666666666666,0.4,4.4,0.2,-0.46625240412015684,3,8,2,stillness
0,3,1,2,1,0.9189365834726815,2.859681411936962,0.6666666666666666,0.4,4.4,0.2,-0.46625240412015684,3,8,2,stillness
0.1,1,2,2,0.3333333333333333,1.3165611772087666,0.6992058987801011,0.5676462121975467,1.5,0.3,0.15,0.16796775328675634,4,2,2,stillness
0.1,1,2,2,0.3333333333333333,1.3165611772087666,0.6992058987801011,0.5676462121975467,1.5,0.3,0.15,0.16796775328675634,4,2,2,stillness
0,2,1,1,0.3333333333333333,0.6749485577105528,0.31622776601683794,0.4714045207910317,0.45,0.05,0.1,-0.7453559924999298,2,1,2,stillness
0,2,1,1,0.3333333333333333,0.6749485577105528,0.31622776601683794,0.4714045207910317,0.45,0.05,0.1,-0.7453559924999298,2,1,2,stillness
-0.2,3,1,2,1,0.9486832980505138,0.8232726023485646,1.1352924243950935,0.65,0.35,0.6,-0.64194799639339,3,3,3,stillness
-0.2,3,1,2,1,0.9486832980505138,0.8232726023485646,1.1352924243950935,0.65,0.35,0.6,-0.64194799639339,3,3,3,stillness
0.1,1,1,1,0,0.5163977794943222,0.6324555320336759,1.1005049346146119,0.2,0.2,0.55,-0.03192754284070505,1,2,4,stillness
-0.1,3,0,2,2.3333333333333335,6.416125518306719,4.351245032554859,3.1780497164141406,33.65,18.2,4.55,-0.3663937913727914,18,11,12,stillness
-0.1,1,1,0,0.3333333333333333,0.8498365855987975,0.5676462121975467,0.31622776601683794,0.45,0.55,0.05,-0.06189844605901728,3,2,1,stillness
-0.1,1,1,0,0.3333333333333333,0.8498365855987975,0.5676462121975467,0.31622776601683794,0.45,0.55,0.05,-0.06189844605901728,3,2,1,stillness
-0.4,1,2,3,1,0.4714045207910317,0.5163977794943222,0.5163977794943222,0.1,0.3,0.2,0.1666666666666666,2,1,1,stillness
-0.2,3,1,2,1,0.9189365834726815,0.4714045207910317,0.6324555320336759,0.4,0.1,0.2,-0.37267799624996495,3,2,2,stillness
-0.2,3,1,2,1,0.9189365834726815,0.4714045207910317,0.6324555320336759,0.4,0.1,0.2,-0.37267799624996495,3,2,2,stillness
-0.2,2,1,2,0.3333333333333333,0.5676462121975467,0.31622776601683794,0.6324555320336759,0.15,0.05,0.2,-0.4444444444444445,2,1,2,stillness
-0.2,2,1,2,0.3333333333333333,0.5676462121975467,0.31622776601683794,0.6324555320336759,0.15,0.05,0.2,-0.4444444444444445,2,1,2,stillness
0.1,0,2,1,1,0.31622776601683794,0.42163702135578396,0.5676462121975467,0.05,0.1,0.15,-0.09284766908852593,1,1,2,stillness
0.1,0,2,1,1,0.31622776601683794,0.42163702135578396,0.5676462121975467,0.05,0.1,0.15,-0.09284766908852593,1,1,2,stillness
0,1,1,1,0,0.6749485577105528,0.6324555320336759,1.0540925533894598,0.25,0.2,0.5,0.16666666666666663,2,2,4,stillness
0,1,1,1,0,0.6749485577105528,0.7378647873726218,1.0540925533894598,0.25,0.25,0.5,0.14285714285714288,2,2,4,stillness
-0.2,2,1,1,0.3333333333333333,1.6499158227686108,0.966091783079296,2.14993539954628,1.35,0.5,2.1,0.042796049251091296,6,3,8,stillness
-0.1,1,0,2,1,0.48304589153964794,0.31622776601683794,0.7378647873726218,0.15,0.05,0.25,0.5238095238095238,1,1,2,stillness
-0.1,1,0,2,1,0.48304589153964794,0.31622776601683794,0.7378647873726218,0.15,0.05,0.25,0.5238095238095238,1,1,2,stillness
0.2,1,2,2,0.3333333333333333,2.7264140062238043,1.8973665961010275,1.6865480854231356,3.35,1.8,1.3,-0.5972222222222222,10,5,6,stillness
0.2,1,2,2,0.3333333333333333,2.7264140062238043,1.8973665961010275,1.6865480854231356,3.35,1.8,1.3,-0.5972222222222222,10,5,6,stillness
-0.4,1,2,2,0.3333333333333333,0.6749485577105528,1.07496769977314,0.9660917830792959,0.25,0.6,0.5,-0.36376641863427595,2,3,3,stillness
-0.2,1,1,2,0.3333333333333333,0.9660917830792959,0.5676462121975467,0.7888106377466155,0.6,0.15,0.3,-0.7940666671767443,3,2,2,stillness
-0.2,1,1,2,0.3333333333333333,0.9660917830792959,0.5676462121975467,0.7888106377466155,0.6,0.15,0.3,-0.7940666671767443,3,2,2,stillness
0.3,2,2,2,0,2.309401076758503,1.2292725943057183,1.4944341180973264,2.4,0.7,1.05,-0.3870904804999077,7,4,5,stillness
-0.2,1,0,2,1,0.97182531580755,0.8232726023485646,1.1352924243950933,0.55,0.35,0.6,0.1664309620279159,3,3,4,stillness
0.9,3,3,1,1.3333333333333333,4.894441291460708,2.3118054512532935,3.634709219609061,11.1,2.65,6.35,0.022479438335552798,16,7,11,stillness
0.9,3,3,1,1.3333333333333333,4.894441291460708,2.3118054512532935,3.634709219609061,11.1,2.65,6.35,0.022479438335552798,16,7,11,stillness
-4.2,0,3,2,2.3333333333333335,9.547541859324607,8.615876817441933,8.740709353364863,42.0,33.65,43.2,0.1569831206318772,31,32,30,stillness
1.6,2,2,2,0,16.56770620480967,9.68676072448026,8.656404180335697,124.8,52.35,35.0,-0.18816105377522813,58,31,28,stillness
-0.3,2,2,2,0,15.867506980549205,8.88444333277743,8.44656406146573,117.8,50.1,32.15,0.010660551808154303,58,31,28,stillness
-2.1,3,1,3,1.3333333333333333,13.622285662350011,13.312066372697783,10.918384088825192,83.55,80.35,55.85,0.21550071935586684,42,42,35,stillness
-2.1,3,1,3,1.3333333333333333,13.622285662350011,13.312066372697783,10.918384088825192,83.55,80.35,55.85,0.21550071935586684,42,42,35,stillness
-1.5,2,2,2,0,7.6274358586472415,3.4641016151377544,9.466314547441952,26.9,5.9,41.45,0.050824977546800404,25,8,32,stillness
-1.5,2,2,2,0,7.6274358586472415,3.4641016151377544,9.466314547441952,26.9,5.9,41.45,0.050824977546800404,25,8,32,stillness
-0.2,1,1,1,0,2.9907264074877267,2.406010991015812,3.190262963734773,4.15,6.25,4.6,0.005790197704681865,10,7,9,stillness
